TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
HCAR-C4UU5C,KG Coffee & Banh Mi,10673 King George Blvd,Surrey,Restaurant,49.19673595,-122.84570931
ACAK-8XGPZ4,Select Pizza (72nd Ave),13635 72 Ave,Surrey,Restaurant,49.13383484,-122.84434509
A019329    ,Starbucks Coffee #144,7380 King George Blvd,Surrey,Restaurant,49.13673782,-122.84520721
SHEN-A72QKH,Pita Pit #235,9908 King George Blvd,Surrey,Restaurant,49.18334579,-122.84499359
HCAR-C8ZR53,Sushi King George,10344 King George Blvd,Surrey,Restaurant,49.19041518,-122.84507046
A019360    ,Starbucks Coffee #4255,10362 King George Blvd,Surrey,Restaurant,49.19095993,-122.84505463
A020396    ,Dell Lanes,10576 King George Blvd,Surrey,Restaurant,49.19523239,-122.84492493
HCAR-CCXMPK,Doni Korean Restaurant,10592 King George Blvd,Surrey,Restaurant,49.19548888,-122.84419132
MARO-B25NSM,Kyoto Sushi Japanese Restaurant,13651 72 Ave,Surrey,Restaurant,49.13373566,-122.8440094
GEDS-6WMPUQ,The Phoenix Centre Food Service,13686 94A Ave,Surrey,Restaurant,49.17453384,-122.8433075
HCAR-CJQVAY,Subway #70836,13660 George Jct,Surrey,Restaurant,49.18142985,-122.84373471
SHEN-B55U5J,Mal Li Jang Sung,13648 105A Ave,Surrey,Restaurant,49.19427872,-122.8440094
A018909    ,North Surrey Minor Football Track Concession,13750 88 Ave,Surrey,Restaurant,49.1621666,-122.84241486
SPLH-9SZQ3M,Second Cup - Store #9686,13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
HCAR-BK5NVL,Laurel Place Food Service,9688 137A St,Surrey,Restaurant,49.17842102,-122.84178162
SWOD-A8TQQ4,Bon Ga Korean Restaurant,10356 Whalley Blvd,Surrey,Restaurant,49.1908226,-122.84171295
HCAR-BR5MAW,Tuan Hang Deli and Catering,13744 104th Ave,Surrey,Restaurant,49.19140423,-122.84126453
SHEN-9PAVDQ,Manis Restaurant,10768 Whalley Blvd,Surrey,Restaurant,49.19795227,-122.84208679
GEDS-6HJTPV,Bhaia Sweet & Restaurant,13753 72 Ave,Surrey,Restaurant,49.13376999,-122.8405838
NDAA-93ARHG,An Pho Vietnamese Restaurant,13784 104 Ave,Surrey,Restaurant,49.19140625,-122.84041595
HCAR-BYGRDS,Carr's Place (13802 Surrey),13802 Grosvenor Rd,Surrey,Restaurant,49.20204819,-122.83936932
HCAR-BTGQMQ,Westminster House - Food Service,1653 140th St,Surrey,Restaurant,49.03218462,-122.83438875
SYOG-5M55MH,Nico-Wynd Estates & Golf Course Grill,Wynd Dr,Surrey,Restaurant,49.06821974,-122.83470762
HCAR-C6XMZU,Unique Pizza,14377 64th Ave,Surrey,Restaurant,49.1191429,-122.8260546
SWOD-AHJR4U,Blenz Coffee (Sullivan Heights),14330 64 Ave,Surrey,Restaurant,49.1185112,-122.8252182
NDAA-A7TQMD,Triple O's Burgers,14350 64 Ave,Surrey,Restaurant,49.11891937,-122.82463074
HCAR-BLRPH3,Tasty BBQ,14351 104th Ave,Surrey,Restaurant,49.19172668,-122.8241806
GEDS-6VRPUD,Tim Hortons #2956,14445 64 Ave,Surrey,Restaurant,49.11930466,-122.82268524
NDAA-94FQEJ,Awahsuk Aboriginal Head Start Association of BC,14589 108 Ave,Surrey,Restaurant,49.19891739,-122.81762695
GEDS-69GNPL,Valley View Funeral Home,14660 72 Ave,Surrey,Restaurant,49.13357162,-122.81693268
HCAR-C6TTHQ,Baird Blackstone Building,14706 104th Ave,Surrey,Restaurant,49.19147527,-122.8148209
HCAR-BJTPH5,Gangnam Sikdang,14787 108 Ave,Surrey,Restaurant,49.19888306,-122.81300354
HCAR-B84R8K,Pizza Hut #31156,15133 56 Ave,Surrey,Restaurant,49.1051712,-122.80578613
HCAR-CAMUQU,Masala Hut,2950 King George Blvd,Surrey,Restaurant,49.0556839,-122.80555767
GEDS-66CQRA,Subway #23705,15141 No 10 Hwy,Surrey,Restaurant,49.10474746,-122.80495827
HCAR-BGKP49,Boba Boy (Surrey),15127 Hwy 10,Surrey,Restaurant,49.10542516,-122.8052317
HCAR-CM2N5M,Panorama Indian Lounge,15153 56th Ave,Surrey,Restaurant,49.10449151,-122.80427587
SHEN-BBWR8Q,The Pantry Restaurant #04,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9EFTEB,Vina,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
SHEN-AKQP9B,Yogen Fruz (Guildford),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9BFS8W,Starbucks Coffee #19771,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
ACAK-9BEV2L,Tim Hortons #4457,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
KSMH-ARJTF9,COBS Bread (Guildford Town Centre),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
SPLH-9KKNN4,Cinnzeo,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
SHEN-A7LVFF,Chipotle Mexican Grill,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9BGPR8,KFC #017-001,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
HCAR-BUVPJV,The Praguery,10355 152nd St,Surrey,Restaurant,49.19192586,-122.8042654
HCAR-C38PE2,Veggie Corner Pizza,15154 Fraser Hwy,Surrey,Restaurant,49.16640004,-122.80266692000001
SHEN-AJDMQL,The Chopped Leaf,15161 Hwy 10,Surrey,Restaurant,49.10471729,-122.80253006
NDAA-A4FVF4,Menchie's #633,15146 100 Ave,Surrey,Restaurant,49.18396759,-122.80224609
HCAR-C43TPM,Raku Sushi (Guildford),1000 Guildford Town Centre,Surrey,Restaurant,49.18919495,-122.80230975
HCAR-C74MF8,Leon's Cafe,1688 152nd St,Surrey,Restaurant,49.03270796,-122.80109699
MARO-AZFTJ5,Freshslice Pizza (152nd St),1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
GEDS-7ENSTB,Orange Julius (White Rock),1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
HCAR-BMRLEN,Rothewood Academy White Rock - Food Service,1715 152nd St,Surrey,Restaurant,49.03324404,-122.80165631
HCAR-CF9RWC,Quesada Burritos and Tacos #190,1711 152nd St,Surrey,Restaurant,49.03318206,-122.80122401
PNEL-8R4MZJ,Golden Panda Restaurant,6355 152 St,Surrey,Restaurant,49.11819839,-122.80139923
MARO-B3ALPA,New York New York Greek Restaurant,6361 152 St,Surrey,Restaurant,49.11847305,-122.8013916
A018364    ,Guildford Golf & Country Club Restaurant,7929 152 St,Surrey,Restaurant,49.14458466,-122.80138397
HCAR-CBMNTT,Westfield Country Club - Banquets,7778 152nd St,Surrey,Restaurant,49.14453915,-122.80106438
A017915    ,Starbucks Coffee #175,8898 152 St,Surrey,Restaurant,49.16465759,-122.80117035
A019020    ,Ricky's All Day Grill #2,8958 152 St,Surrey,Restaurant,49.16545105,-122.80114746
ACAK-8VATBP,Dairy Queen #27172,9110 152 St,Surrey,Restaurant,49.16855621,-122.80107117
HCAR-BD5TQ5,Greek Islands Restaurant,9547 152 St,Surrey,Restaurant,49.17590332,-122.80128479
GEDS-7FAR6Z,Omega Pizza & Wings (152nd St),9965 152 St,Surrey,Restaurant,49.18379211,-122.80126953
SHEN-A2CTME,7-Eleven (Canada Store #37206H),9989 152 St,Surrey,Restaurant,49.18392944,-122.80124664
HCAR-CH7LP6,Circle K #11156,10020 152nd St,Surrey,Restaurant,49.18461575,-122.80087246
HCAR-ASNP97,Snowy Village (Surrey),10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
GEDS-6U4Q4B,Pizza Hut #31124,10160 152 St,Surrey,Restaurant,49.18699646,-122.80051422
HCAR-CHBNN3,Baskin Robbins (Guildford),10355 152nd St,Surrey,Restaurant,49.19062472,-122.80092499
HCAR-CHFLMP,Carl's Jr Restaurant (Guildford),10355 152nd St,Surrey,Restaurant,49.19062472,-122.80092499
GEDS-797Q8J,Happy Jacks Cafe,10470 152 St,Surrey,Restaurant,49.19270706,-122.80054474
GEDS-6U4TBQ,Pizza Hut #31106,1738 152 St,Surrey,Restaurant,49.03363419,-122.80104828
A020412    ,Sandcastle Bowl Bar & Grill,1938 152 St,Surrey,Restaurant,49.03725052,-122.80091858
SHEN-BCSM8W,Nando's Chicken (White Rock),3010 152 St,Surrey,Restaurant,49.05677414,-122.80092621
GEDS-85UR69,Big Ridge Brewing Company,5580 152 St,Surrey,Restaurant,49.10381699,-122.80067444
GEDS-68S2EL,Tim Hortons #2716,15255 No 10 Hwy,Surrey,Restaurant,49.10469059,-122.79905502
HCAR-BWYMQ4,Royal Indian Chef & Sweets,15299 68th Ave,Surrey,Restaurant,49.12656472,-122.79923406
SHEN-BBWSVV,Barcelos - Impact Plaza,15280 101 Ave,Surrey,Restaurant,49.18597412,-122.79860687
SWOD-AMVU3K,The Modern General Store Inc,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333542,-122.798172
ACAK-8XGUNL,Chopsticks On Pho,15325 Hwy 10,Surrey,Restaurant,49.10524442,-122.79842902
SHEN-A72QX9,Archies BBQ,10180 153rd St,Surrey,Restaurant,49.18759537,-122.79788208
HCAR-B6HSJ7,Caveman Pizza,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
GEDS-78JP6B,Booster Juice (Surrey),15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
NDAA-8ZMPNB,Pho Sunrise Vietnamese Cuisine,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
NDAA-AC7QX3,Rothewood Academy South Surrey - Food Service,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
SHEN-AGNMSP,Seniors Come Share Society Day Program for Adults,15355 102A Ave,Surrey,Restaurant,49.18894958,-122.79663849
A020358    ,Hannam Supermarket (Deli),15357 104 Ave,Surrey,Restaurant,49.1917038,-122.79665375
HCAR-BHNP4F,Pacific Carlton - Food Service,15366 17 Ave,Surrey,Restaurant,49.03276443,-122.79637146
HCAR-C8FL2X,Delhi Delite,15355 24th Ave,Surrey,Restaurant,49.04563287,-122.79684309
PNEL-8QMN5H,Sushi Train Restaurant,15380 102A Ave,Surrey,Restaurant,49.18859482,-122.79624939
NDAA-94NRF7,Domino's Pizza #10088,2389 King George Blvd,Surrey,Restaurant,49.04498291,-122.79437256
SHEN-A7GRE8,The Carvery,2430 King George Blvd,Surrey,Restaurant,49.04649353,-122.79410553
A016843    ,McDonald's #8434,15574 Fraser Hwy,Surrey,Restaurant,49.16195679,-122.79133606
HCAR-CKKNYB,The Chopped Leaf CL109 (Guildford Village),15691 104th Ave,Surrey,Restaurant,49.1916272,-122.78725576
A020375    ,Earl Marriott Secondary School Food Service,15751 16 Ave,Surrey,Restaurant,49.03126144,-122.78543854
NDAA-9K2Q6R,Bamboo Restaurant,15785 Croydon Dr,Surrey,Restaurant,49.04726791,-122.78437042
SHEN-B55Q3P,Active Body Express,15850 26 Ave,Surrey,Restaurant,49.04901123,-122.78305054
A020246    ,Morgan Creek Golf Course - Lounge,3500 Morgan Creek Way,Surrey,Restaurant,49.06494904,-122.78195953
A020245    ,Morgan Creek Golf Course - Kitchen,3500 Morgan Creek Way,Surrey,Restaurant,49.06494904,-122.78195953
NDAA-9EBQJ6,Full Ramen Japanese Cuisine,15925 Fraser Hwy,Surrey,Restaurant,49.1586113,-122.78131104
SHEN-AGKQRM,McDonald's #8957,2355 160 St,Surrey,Restaurant,49.04439163,-122.78143311
SPLH-9P7SUH,Dae-Ji,15940 Fraser Hwy,Surrey,Restaurant,49.15704346,-122.78096771
HCAR-CFSM5J,Inchin's Bamboo Garden Surrey,15950 Fraser Hwy,Surrey,Restaurant,49.15767131,-122.78024198
HCAR-CHSPSF,Jerusalem Grill (Surrey),15933 Fraser Hwy,Surrey,Restaurant,49.15909621,-122.78079001
HCAR-BUSLNZ,WokBox93,2285 160th St,Surrey,Restaurant,49.04321226,-122.78006799
GEDS-6HLMTJ,Asian Noodle Island,15988 Fraser Hwy,Surrey,Restaurant,49.15724945,-122.77954102
SHEN-9ZKSGP,Great Pizza,15988 Fraser Hwy,Surrey,Restaurant,49.15724945,-122.77954102
NDAA-AN9QFX,Wendy's #12,15959 Fraser Hwy,Surrey,Restaurant,49.15824127,-122.7793045
GEDS-65BNJH,Celebration & Rainbow Manor Food Service,10130 159A St,Surrey,Restaurant,49.18640518,-122.77991486
SHEN-9PQPQM,Pizza Pit,15989 108 Ave,Surrey,Restaurant,49.19895935,-122.77929688
HCAR-CG4QAN,SND Pizza Fresh,15989 108th Ave,Surrey,Restaurant,49.19882852,-122.77907828
SDFO-8DFUST,Launching Pad,984 160 St,Surrey,Restaurant,49.01996994,-122.7789917
SWOD-AHBR8X,Papa John's Pizza (South Surrey),2245 160 St,Surrey,Restaurant,49.04289246,-122.77955627
SWOD-AHFSWE,Marble Slab Creamery (160th St),2245 160 St,Surrey,Restaurant,49.04289246,-122.77955627
HCAR-CFLU93,Circle K #11187,16013 Fraser Hwy,Surrey,Restaurant,49.15736772,-122.77831415
HCAR-BFAP7J,Mac's Convenience Store #11187,16013 Fraser Hwy,Surrey,Restaurant,49.15736771,-122.77831268
HCAR-C8TP76,Pho Queen Restaurant,8645 160th St,Surrey,Restaurant,49.16006618,-122.77893039
GEDS-68HQ9E,McDonald's (Tynehead),9638 160 St,Surrey,Restaurant,49.17750168,-122.77845764
HCAR-AWNVE9,Starbucks Coffee #52925,16010 24 Ave,Surrey,Restaurant,49.04523087,-122.77856445
SHEN-B74PVN,Rosemary Rocksalt,16030 24 Ave,Surrey,Restaurant,49.04521942,-122.77797699
SHEN-A6LRKW,A&W Restaurant #0767,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
HCAR-C74PL2,Donair Affair (24th Ave),16050 24th Ave,Surrey,Restaurant,49.04470344,-122.7776793
HCAR-AVHUXX,A&W Restaurant #0789,2332 160 St,Surrey,Restaurant,49.04383087,-122.77640533
HCAR-B7EQE5,Chutney's Indian Grill,16120 24 Ave,Surrey,Restaurant,49.04472351,-122.77613831
SHEN-AZUN3H,Blaze Pizza,2433 161A St,Surrey,Restaurant,49.04668045,-122.77529907
GEDS-6GTRF5,Tim Hortons #2783,8215 166 St,Surrey,Restaurant,49.15143204,-122.76197052
GEDS-6JTQZT,Baselines Pub,8233 166 St,Surrey,Restaurant,49.15164185,-122.76197052
GEDS-6R5QMX,Fraser Glen Pizza,16814 104 Ave,Surrey,Restaurant,49.19147491,-122.75605011
HCAR-B8RUZG,Flying Cup Coffee & Dessert,10422 168 St,Surrey,Restaurant,49.19205856,-122.7562561
A017877    ,Royal Canadian Legion Branch #6 Bar,17567 57 Ave,Surrey,Restaurant,49.10616684,-122.73640442
A016764    ,Royal Canadian Legion Branch #6 Kitchen,17567 57 Ave,Surrey,Restaurant,49.10616684,-122.73640442
NDAA-9FVSNK,Pacific Bistro and Convenience Store,382 175A St,Surrey,Restaurant,49.0090332,-122.7359314
SHEN-9T8MWG,The Rustic Rooster,5723 176 St,Surrey,Restaurant,49.10638809,-122.73519135
SHEN-9Z5V5E,Chaba Thai Restaurant,5723 176 St,Surrey,Restaurant,49.10638809,-122.73519135
HCAR-BTHR6P,Sip N Snack Coffee Shop,5723 176th St,Surrey,Restaurant,49.10638755,-122.73519222
MARO-B23LQB,De Dutch #22 (Cloverdale),5630 176 St,Surrey,Restaurant,49.10466003,-122.73475647
GEDS-6KHW57,7-Eleven #26517,17638 60 Ave,Surrey,Restaurant,49.1113205,-122.73426819
GEDS-7NJ23W,Umami Sushi,17725 64 Ave,Surrey,Restaurant,49.11896133,-122.73213959
SDFO-8KTTGY,Salty's Fish & Chips,17750 56 Ave,Surrey,Restaurant,49.10394287,-122.73042297
GEDS-6MVPBZ,Tim Hortons #2889,17888 56 Ave,Surrey,Restaurant,49.10394669,-122.72674561
SDFO-896MB7,Contracted Food Service Provider,5500 180 St,Surrey,Restaurant,49.10172272,-122.72354126
A018953    ,Hazelmere Golf & Tennis Club Snack Bar,18150 8 Ave,Surrey,Restaurant,49.01621628,-122.71914673
GEDS-76LQ6B,Tim Hortons #3077,18682 Fraser Hwy,Surrey,Restaurant,49.1245842,-122.70441437
SHEN-A7PRKW,The Clayton Public House,5640 188 St,Surrey,Restaurant,49.10544968,-122.70131683
HCAR-B55RB5,Clayton Gate Pizza,6820 188 St,Surrey,Restaurant,49.12660599,-122.70143127
A020208    ,Path to Freedom Treatment Centre,19030 56 Ave,Surrey,Restaurant,49.1042099,-122.69551086
HCAR-BY3SEM,Kwantlen Pizza (28th Ave),19140 28th Ave,Surrey,Restaurant,49.05269035,-122.69304719
HCAR-BCGPK4,Chilli Bar,2755 192 St,Surrey,Restaurant,49.05247498,-122.69181824
SPLH-A9VMPY,Tim Hortons #6270,19171 Fraser Hwy,Surrey,Restaurant,49.11948395,-122.6914978
NDAA-9NUPG4,Subway Sandwiches,19186 96 Ave,Surrey,Restaurant,49.1768074,-122.69107056
HCAR-BRDPWS,Snack Stop Convenience Store,9613 192nd St,Surrey,Restaurant,49.17736128,-122.69071803
NDAA-9DNQLJ,Diamond Sweets & Restaurant,7228 192 St,Surrey,Restaurant,49.13415527,-122.69047546
NDAA-9A6NSR,Tastefully Yours By Jeff,19329 Enterprise Way,Surrey,Restaurant,49.10834503,-122.68784332
A018992    ,Hazelmere Lodge Food Service,19475 16 Ave,Surrey,Restaurant,49.03128052,-122.68346405
RORS-5XF24B,Hampton Inn & Suites Breakfast Area,19500 Langley Bypass,Surrey,Restaurant,49.10821991,-122.68259724
SHEN-9SKPAF,Fox & Fiddle Restaurant and Bar,19530 Langley Bypass,Surrey,Restaurant,49.10848147,-122.68198088
NDAA-9C6M25,Pho 99,19533 Fraser Hwy,Surrey,Restaurant,49.11505508,-122.68180846999999
PNEL-8R5V4M,Baik Mi Korean Restaurant,19539 Fraser Hwy,Surrey,Restaurant,49.11496735,-122.68161774
