TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
HCAR-AWDV4Q,Civic Restaurant Ltd - Dominion Bar & Kitchen,13475 Central Ave,Surrey,Restaurant,49.1902667,-122.8483079
SYOG-5M59J9,CRESST South Fraser,13525 98 Ave,Surrey,Restaurant,49.18068695,-122.8476181
SYOG-5M563K,Guildford Pizza & Restaurant,10727 135A St,Surrey,Restaurant,49.19752884,-122.84725952
A018086    ,McDonald's #8250,13565 72 Ave,Surrey,Restaurant,49.13372421,-122.84680939
HCAR-BF7Q6L,D-Plus Pizza (88th Ave),13588 88 Ave,Surrey,Restaurant,49.16252899,-122.84686279
HCAR-CLMQYT,Raunak Indian Cuisine,13569 King George Blvd,Surrey,Restaurant,49.19977726,-122.84616048
HCAR-C75M9K,Rib and Chicken (Surrey),5825 136th St,Surrey,Restaurant,49.10846402,-122.84561385
HCAR-BMKL93,John Volken Academy - Cafeteria,6869 King George Blvd,Surrey,Restaurant,49.12738078,-122.84559951
RORS-5ZXQPD,Omega Pizza & Wings,7577 King George Blvd,Surrey,Restaurant,49.14042282,-122.84593964
HCAR-C7HRFQ,Training Day Cafe (King George Blvd),8077 King George Blvd,Surrey,Restaurant,49.1494583,-122.8460133
NDAA-8YAT4Z,All About Pho,10190 King George Blvd,Surrey,Restaurant,49.18759537,-122.84515381
ACAK-9CALHP,Safeway #4900 - Snack Bar & Deli,10355 King George Blvd,Surrey,Restaurant,49.1907196,-122.84580231
HCAR-CB2M6M,Chicko Chicken (King George),10541 King George Blvd,Surrey,Restaurant,49.19419289,-122.84559621
MARO-B3ETMC,Lucky Supermarket - Fast Food,10628 King George Blvd,Surrey,Restaurant,49.19567871,-122.84516144
NDAA-ATHRDW,Sumerian Grill,10671A King George Blvd,Surrey,Restaurant,49.19633102,-122.84542847
HCAR-C5XNAA,One Love International Society,10681 King George Blvd,Surrey,Restaurant,49.19686615,-122.84559854
A020062    ,Ronnie's Restaurant,6542 King George Blvd,Surrey,Restaurant,49.12158585,-122.84510803
HCAR-BJZMJK,The Greek Corner Mediterranean Grill,7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
HCAR-CHEQDB,Chatora's,7320 King George Blvd,Surrey,Restaurant,49.13512719,-122.84513975
HCAR-BLGMJ4,Bobbie's Indian Fusion,7320 King George Blvd,Surrey,Restaurant,49.13512802,-122.84513855
HCAR-CKTMDH,Haveli Bistro,7488 King George Blvd,Surrey,Restaurant,49.13853724,-122.84525515
GEDS-672V2W,Subway #27914,10392 King George Blvd,Surrey,Restaurant,49.19137573,-122.8451004
A020410    ,Esso Whalley - Tim Hortons,10416 King George Blvd,Surrey,Restaurant,49.19204712,-122.84506989
HCAR-B6KNMH,Non Stop Pizza and Indian Cuisine,10470 King George Blvd,Surrey,Restaurant,49.1928978,-122.84505463
NDAA-9EBMZR,Surrey Urban Mission Society,10776 King George Blvd,Surrey,Restaurant,49.19846725,-122.84494781
SDFO-8P6URP,Pizza Point,13651 100 Ave,Surrey,Restaurant,49.18442917,-122.84391022
GEDS-6HPQAD,Bozzini's Restaurant (Surrey),13655 104 Ave,Surrey,Restaurant,49.19173431,-122.84373474
SHEN-AU9QAR,Fab Burgers,7320 137 St,Surrey,Restaurant,49.13598633,-122.84268188
GEDS-82XQBH,Maxxine Wright Community Health Centre,13733 92 Ave,Surrey,Restaurant,49.1702652,-122.84243011
HCAR-B6VVH9,Surrey Memorial Hospital - Tim Horton's #8450,13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
RORS-67JU29,Surrey Memorial Hospital Cafeteria #63229,13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
A018835    ,Surrey Memorial Hospital Food Service,13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
SHEN-B4GSRS,City Centre Youth Hub (CCYH),10453 Whalley Blvd,Surrey,Restaurant,49.19257736,-122.84234619
HCAR-BHNPET,Captain's Oven Pizza,9637 137A St,Surrey,Restaurant,49.17761993,-122.84222412
HCAR-BRXV2G,Texx Big Burger,10320 Whalley Blvd,Surrey,Restaurant,49.1900692,-122.84169353
HCAR-BJLQCW,Annie's Chinese Restaurant,10320 Whalley Blvd,Surrey,Restaurant,49.19005203,-122.84169006
HCAR-CJMLXW,Bonga Korean Restaurant,10356 Whalley Blvd,Surrey,Restaurant,49.19082228,-122.84171555
PNEL-8SRNSV,Amenida Seniors Community,13855 68 Ave,Surrey,Restaurant,49.12674713,-122.83893585
ACAK-9BEQ5F,Go Bananas/Funky Monkey Playcenter (Surrey),13853 104 Ave,Surrey,Restaurant,49.1917038,-122.8380661
SYOG-5M553H,Frank Hurt Secondary School Cafeteria,13940 77 Ave,Surrey,Restaurant,49.14255905,-122.83591461
HCAR-B7YP88,Harbin Food,1647 140 St,Surrey,Restaurant,49.03210831,-122.83457947
HCAR-CCZPRJ,Raincity - Foxglove,9810 Foxglove Dr,Surrey,Restaurant,49.18063987,-122.83258626
SWOD-A58ML4,Corporate Classics Caterers,14123 92 Ave,Surrey,Restaurant,49.17026901,-122.83100891
NDAA-92XPX8,Green Timbers Market (RCMP),14200 Green Timbers Way,Surrey,Restaurant,49.17966843,-122.82991791
HCAR-BETR5V,Dhesi Meats,14330 64 Ave,Surrey,Restaurant,49.1185112,-122.8252182
HCAR-C4NQZV,Clove - The Art of Dining,14310 64th Ave,Surrey,Restaurant,49.11908976,-122.82578699
JDSO-ADTMFH,Subway #50726,14370 64 Ave,Surrey,Restaurant,49.11891556,-122.82421875
SPLH-9NEUHG,Zugba Flame Grilled Chicken,14351 104 Ave,Surrey,Restaurant,49.19172668,-122.8241806
HCAR-BL2SJ6,Dr Calorie Cafe,5891 144 St,Surrey,Restaurant,49.10948181,-122.82371521
HCAR-BANTEG,Subkuchh Convenience Store,14390 64 Ave,Surrey,Restaurant,49.11849594,-122.8237915
HCAR-BQ9R94,Family Night Pizza,14377 64th Ave,Surrey,Restaurant,49.11928035,-122.82376708
SWOD-AKBUJF,Guildford Seniors Village Food Service,14568 104A Ave,Surrey,Restaurant,49.19257736,-122.81834412
A016534    ,Guildford Park Secondary School Cafeteria,10707 146 St,Surrey,Restaurant,49.19694901,-122.81782532
A018373    ,Bonnycastle Montessori Day Care Food Service,14630 107A Ave,Surrey,Restaurant,49.19768524,-122.81700134
SWOD-AENN54,Sarpanch Sweets And Restaurant,14645 108 Ave,Surrey,Restaurant,49.19888306,-122.81641388
SHEN-AU2UNF,Sheila's Catering,2201 148 St,Surrey,Restaurant,49.04327393,-122.81479645
GEDS-5YFNWJ,Malaysian Hut Restaurant,14727 108 Ave,Surrey,Restaurant,49.1988945,-122.81445313
PNEL-8SNLX7,Texx Big Burger,14783 108 Ave,Surrey,Restaurant,49.19887924,-122.81312561
NDAA-9YQU3K,Lee's Express Chinese Food,9181 148 St,Surrey,Restaurant,49.16969299,-122.81243134
HCAR-CFMMY2,Parms Pizza Factory,10790 148th St,Surrey,Restaurant,49.19855437,-122.81240957
GEDS-7NPR5Q,The Ellendale Program (Liz's House),11187 Ellendale Dr,Surrey,Restaurant,49.20612717,-122.81184387
NDAA-8YKME8,Sushi Zen,14839 108 Ave,Surrey,Restaurant,49.19942856,-122.81071471999999
NDAA-9GUN4K,Sportica's Excellent Ice - Snack Bar,15000 54A Ave,Surrey,Restaurant,49.10157776,-122.80802155
GEDS-6DSQ6B,Sabai Thai Restaurant,10391 150 St,Surrey,Restaurant,49.19105911,-122.806633
HCAR-C8FLFN,Sabai Thai Restaurant,10391 150th St,Surrey,Restaurant,49.19105767,-122.80663219
SPLH-9KHS7E,Landmark Cinemas 12 Guildford Surrey - Pizza Pizza,15051 101 Ave,Surrey,Restaurant,49.18627167,-122.80501556
A019462    ,Come Share Centre (26th Ave),15008 26 Ave,Surrey,Restaurant,49.04891968,-122.80419922
HCAR-BEUST8,Chachi's Sandwiches at Guildford Town Centre,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
ACAK-9BETE2,Sweet Factory (Surrey),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9RTTCV,Milestones Restaurants,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9BHSZE,Dairy Queen Treat Centre Guildford,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
HCAR-B9JUC2,Seriously Good Catering (Peace Portal Alliance Church),15128 27B Ave,Surrey,Restaurant,49.05269623,-122.80344391
HCAR-BQDTVY,Pho Canada,15138 100th Ave,Surrey,Restaurant,49.18398086,-122.80253015
HCAR-B9DNXR,Pho Guildford Restaurant,15138 100 Ave,Surrey,Restaurant,49.18397903,-122.80252838
HCAR-CF5PS5,Hanako Japanese Restaurant,15135 101st Ave,Surrey,Restaurant,49.18615498,-122.80275353
GEDS-68TMHX,M Bar,10680 151A St,Surrey,Restaurant,49.19631195,-122.8024292
A018399    ,Tim Hortons #2173,3077 152 St,Surrey,Restaurant,49.05767822,-122.80210876
ACAK-98STQ8,Domino's Pizza #10052,15155 101 Ave,Surrey,Restaurant,49.18629837,-122.80223083
NDAA-9RNU4U,Seoul Grill House,15155 101 Ave,Surrey,Restaurant,49.18629837,-122.80223083
NDAA-9E4S4N,Browns Socialhouse Semiahmoo,1601 152 St,Surrey,Restaurant,49.03116989,-122.80130768
SWOD-A35RCT,Sapporo Kitchen,1625 152 St,Surrey,Restaurant,49.03239822,-122.80168915
A017301    ,A&W #0180,1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
HCAR-BEZRQR,Pick & Chews,1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
HCAR-CFCU9A,COBS Bread (Semiahmoo),1711 152nd St,Surrey,Restaurant,49.03318206,-122.80122401
HCAR-CGAMKB,Maguroguy Sushi & Grill,2670 152nd St,Surrey,Restaurant,49.0509293,-122.80118205
HCAR-CJJQ8E,Tap & Barrel - South Surrey,3211 152nd St,Surrey,Restaurant,49.06165008,-122.80125856
HCAR-CK4UHW,Mary Brown's Chicken #4020,5680 152nd St,Surrey,Restaurant,49.10618297,-122.80095301
ACAK-8T9PGA,KFC #1818/Taco Bell,9056 152 St,Surrey,Restaurant,49.16740036,-122.80096436
SPLH-9NKPBX,Palmyra Mediterranean Grill,10020 152 St,Surrey,Restaurant,49.18460083,-122.80059814
GEDS-6ACQMD,Earl's Guildford,10160 152 St,Surrey,Restaurant,49.18699646,-122.80051422
HCAR-CCYUNN,Dario #Caffe E Gelato Italiano,10355 152nd St,Surrey,Restaurant,49.19062472,-122.80092499
HCAR-C7QPNZ,Season Tea and Snacks Bar,1712 152nd St,Surrey,Restaurant,49.03316995,-122.80095591
SWOD-AF3QQF,Ay Chihuahua Mexican Food,1726 152 St,Surrey,Restaurant,49.03329849,-122.80093384
HCAR-AZYMYH,Rokku Asian Cuisine,1990 152 St,Surrey,Restaurant,49.03807449,-122.80052185
HCAR-BMRMBK,Chopstick Corner,2982 152nd St,Surrey,Restaurant,49.05569682,-122.80090882
SHEN-AZEVE8,Joyful Indulgence Cafe,15222 32 Ave,Surrey,Restaurant,49.06141663,-122.80017853
HCAR-BQMPVK,Krishna's Curry & Crepes House,15222 32nd Ave,Surrey,Restaurant,49.06141561,-122.80018184
HCAR-BXXPHT,Chicko Chicken (152nd St),10330 152nd St,Surrey,Restaurant,49.19027016,-122.80009284
GEDS-6J6MB7,Guildford Sushi House,10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
HCAR-CCMTGS,Chicago's Pizza Twist,15260 56th Ave,Surrey,Restaurant,49.10439249,-122.79938513
GEDS-7FATXC,Ruben's Restaurant,15282 Fraser Hwy,Surrey,Restaurant,49.16501617,-122.79908752
HCAR-AZVMLX,Cuatro Coffee,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
HCAR-BAERRU,T&T Supermarket (Surrey) Deli/Kitchen Dept.,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
NDAA-9B3QS3,Kwan Kee Noodle House,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
SHEN-AP8QAU,Coffee Monster,15285 101 Ave,Surrey,Restaurant,49.18638611,-122.79867554
HCAR-B7MRKA,Jin Soo Sung Chan Korean Restaurant,10312 152A St,Surrey,Restaurant,49.18971634,-122.79924774
ACAK-8DFVQA,Browns Socialhouse Panorama,15260 No 10 Hwy,Surrey,Restaurant,49.10417786,-122.79833951
A018898    ,Royal Oak Pizza and Steak House,15336 Fraser Hwy,Surrey,Restaurant,49.16437531,-122.7976532
NDAA-9QJQ4J,Sources Women's Place,15318 20 Ave,Surrey,Restaurant,49.0381813,-122.79801941
ACAK-9CAME9,Safeway #4914 - Deli,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
ACAK-9CAMF5,Safeway #4914 - Starbucks Coffee,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
GEDS-82GN63,Academics preKindergarten,15300 Croydon Dr,Surrey,Restaurant,49.05992889,-122.79803467
HCAR-BDQT2A,Quesada #188,5577 153A St,Surrey,Restaurant,49.10347366,-122.79729462
HCAR-CD2RQD,Pizza 64 #13,15355 24th Ave,Surrey,Restaurant,49.04563287,-122.79684309
SDFO-8MYUSB,FUEL Catering,2570 King George Blvd,Surrey,Restaurant,49.04892349,-122.79711151
SHEN-AMWPLX,Maple Sushi Japanese Restaurant,2385 King George Blvd,Surrey,Restaurant,49.04487991,-122.79424286
A019968    ,Asia Restaurant,15551 Fraser Hwy,Surrey,Restaurant,49.16241837,-122.79125977
HCAR-BNWP82,PAH Foundation Lodge (The) - Food Service,15575 16A Ave,Surrey,Restaurant,49.0321621,-122.79089607
LCAL-6TFNHK,Subway #34848,2255 King George Blvd,Surrey,Restaurant,49.0429306,-122.79076385
HCAR-C5ETEX,Save On Foods #2255 - Bakery,15615 104th Ave,Surrey,Restaurant,49.19271477,-122.78905179
GEDS-6G2STZ,Elim Village - The Emerald Food Service,9080 158 St,Surrey,Restaurant,49.16792297,-122.78434753
GEDS-6SAQMH,Holiday Inn Express Surrey - Breakfast Area,15808 104 Ave,Surrey,Restaurant,49.19136429,-122.7833786
SHEN-B55PW9,Goru Goru,15930 Fraser Hwy,Surrey,Restaurant,49.15706635,-122.78188324
SDFO-8HKPEW,Subway #50417,15905 Fraser Hwy,Surrey,Restaurant,49.15907288,-122.78175354
HCAR-BFHPG5,Manohar Vegetarian Bakery - Fleetwood,15905 Fraser Hwy,Surrey,Restaurant,49.15907288,-122.78175354
SHEN-AMWR8K,Holy Taco,15951 Fraser Hwy,Surrey,Restaurant,49.15815735,-122.78025055
GEDS-6U4QJY,Pizza Hut #31122,15951 Fraser Hwy,Surrey,Restaurant,49.15815735,-122.78025055
GEDS-7LLUH7,McJac's Roadhouse Grille Restaurant,1781 King George Blvd,Surrey,Restaurant,49.03425598,-122.78005219
SHEN-B7BQ5V,Roadhouse Social Lounge,1781 King George Blvd,Surrey,Restaurant,49.03425598,-122.78005219
GEDS-85ZPJW,The Residence at Morgan Heights - Bistro,15955 27 Ave,Surrey,Restaurant,49.05117798,-122.77987671
A017335    ,A&W #0348,15988 Fraser Hwy,Surrey,Restaurant,49.15724945,-122.77954102
JDSO-ACHLL4,Saini Sweets & Restaurant,15988 Fraser Hwy,Surrey,Restaurant,49.15724945,-122.77954102
HCAR-CG2QZM,Circle K #11095,1751 King George Blvd,Surrey,Restaurant,49.03381391,-122.77953123
NDAA-95LSNV,Edith and Arthur Public House,8410 160 St,Surrey,Restaurant,49.15567017,-122.77858734
HCAR-C68L6H,Fleetwood Early Learning Center - Food Service,8431 160th St,Surrey,Restaurant,49.15613153,-122.7790873
HCAR-B6VVCN,Liberty Kitchen Grandview,16010 24 Ave,Surrey,Restaurant,49.04523087,-122.77856445
HCAR-AW6UVW,Doma Sushi Restaurant,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
HCAR-AUNR89,Panago #022,16120 24 Ave,Surrey,Restaurant,49.04472351,-122.77613831
SPLH-9KJPHF,De Dutch #10,2433 161A St,Surrey,Restaurant,49.04668045,-122.77529907
SHEN-A76R64,Fraserview Meats,6377 168 St,Surrey,Restaurant,49.11811066,-122.75689697
SWOD-A7W29Q,Branches Coffee House,1420 172 St,Surrey,Restaurant,49.0273819,-122.74214935
SYOG-5M55QD,Cloverdale Minor Baseball Association Concession,17333 61A Ave,Surrey,Restaurant,49.11375049,-122.74210265
SWOD-A32U6S,Papa John's Pizza #11320,17449 Highway 10,Surrey,Restaurant,49.10436925,-122.73987659
ACAK-8XLNGA,Vera's Burger Shack (Brickyard),17449 56 Ave,Surrey,Restaurant,49.10437012,-122.73987579
ACAK-8VGVCP,Starbucks Coffee #17256,17455 56 Ave,Surrey,Restaurant,49.10437012,-122.73960114
HCAR-CEYTKF,"The Eatery at Brickyard Station, The Chopped Leaf",17433 Hwy 10,Surrey,Restaurant,49.18430138,-122.73845502
NDAA-9H7NFY,Hawthorne Beer Market & Bistro,5633 176 St,Surrey,Restaurant,49.10484314,-122.73519897
HCAR-CD2RLL,Chicago's Pizza Twist (176th St),5775 176th St,Surrey,Restaurant,49.10730031,-122.73500947
JDSO-ACNPRH,MasQueSolo Sushi and Kitchen,5827 176 St,Surrey,Restaurant,49.10833359,-122.73518372
HCAR-C4RNLP,Connies Cucina,6150 176th St,Surrey,Restaurant,49.11384222,-122.73490848
A020313    ,Sunny's Clydesdale Inn Pub,17630 56 Ave,Surrey,Restaurant,49.10399628,-122.73410034
NDAA-8ZRPYH,The Henry Public House - Bar,5708 176 St,Surrey,Restaurant,49.10625076,-122.73474884
A017403    ,Subway #10985,17700 56 Ave,Surrey,Restaurant,49.10389709,-122.73266602
SHEN-A6LQB3,KFC/Taco Bell #027-001,17740 No 10 Hwy,Surrey,Restaurant,49.10394205,-122.73088047
PGOO-68KPB5,Mirage Banquet Hall,17767 64 Ave,Surrey,Restaurant,49.11898422,-122.73023987
ACAK-96MPZY,Elements Casino - Diamond Buffet,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
JCOE-67H9A8,Ricky's All Day Grill #20,17830 56 Ave,Surrey,Restaurant,49.10399628,-122.72846985
SYOG-5M55QU,Zion Park Manor Food Service,5939 180 St,Surrey,Restaurant,49.11004257,-122.72399902
HCAR-C4YNAZ,Gurudwara Guru Teg Bahadar Sahib,5988 184th St,Surrey,Restaurant,49.11116167,-122.7125942
GEDS-738QQL,Newton Pizza (64th Ave),18408 64 Ave,Surrey,Restaurant,49.11859131,-122.71199036
HCAR-B8NUS9,Mary Brown's Famous Chicken & Taters,18655 Fraser Hwy,Surrey,Restaurant,49.1256485,-122.70528412
KSMH-ASMT2M,Port Kells Nurseries,18730 88 Ave,Surrey,Restaurant,49.16254044,-122.7035675
GEDS-7MKUBS,Save On Foods #2263 - Deli,18710 Fraser Hwy,Surrey,Restaurant,49.1242218,-122.70339203
NDAA-8YCRM6,The Residence At Clayton Heights,18788 71 Ave,Surrey,Restaurant,49.13176727,-122.70267487
HCAR-C4RPNX,Papa Murphy's Take 'n' Bake Pizza,18789 Fraser Hwy,Surrey,Restaurant,49.12428644,-122.70225806
SDFO-88VM3L,COBS Bread (Fraser Hwy),18775 Fraser Hwy,Surrey,Restaurant,49.12479401,-122.70209503
HCAR-BWBQMQ,Yugafu Japanese Bistro,18818 68th Ave,Surrey,Restaurant,49.12601123,-122.70109667
SHEN-A34Q6W,Fast Donair & Falafel,6820 188 St,Surrey,Restaurant,49.12660599,-122.70143127
SPLH-9KKPBC,Little Greek Restaurant,19110 96 Ave,Surrey,Restaurant,49.17682648,-122.6931839
HCAR-C88MUF,The Good Pho,2711 192nd St,Surrey,Restaurant,49.05139968,-122.69153687
SHEN-A3NLE3,One Up Cafe,2755 192 St,Surrey,Restaurant,49.05247498,-122.69181824
HCAR-BUVPX5,Ike Sushi,19188 72nd Ave,Surrey,Restaurant,49.13346587,-122.69157626
NDAA-9PMT9A,Bright Path - Clayton Hills,7239 192 St,Surrey,Restaurant,49.13410568,-122.69113159
MARO-AWUQ2U,D-Plus Pizza (192nd St),7228 192 St,Surrey,Restaurant,49.13415527,-122.69047546
HCAR-CEXUGV,Keto Caveman Bakery,9613 192nd St,Surrey,Restaurant,49.1773209,-122.69043377
HCAR-BSGQC7,Patricia Hope House,19465 16th Ave,Surrey,Restaurant,49.03111969,-122.68400057
HCAR-CKBTW2,Royal Chaska,19583 Fraser Hwy,Surrey,Restaurant,49.1143158,-122.68019515
HCAR-CHEQMM,Vancouver Pizza Kitchen,6350 120th St,Surrey,Restaurant,49.11837368,-122.89034294
ACAK-9AJSSH,Rama Sweets & Restaurant,7028 120 St,Surrey,Restaurant,49.13087082,-122.89004517
GEDS-65VTRU,Guru Nanak Sikh Gurdwara Temple,7050 120 St,Surrey,Restaurant,49.13132477,-122.88998413
HCAR-C7TM7F,Bandra Cafe,7310 120th St,Surrey,Restaurant,49.13581248,-122.8903134
A020395    ,Sachdeva Sweets & Restaurant,7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
HCAR-BJKMKQ,Sri Periyava Dosa Bhavan Restaurant,8556 120 St,Surrey,Restaurant,49.15831757,-122.89006805
HCAR-C9BPLQ,Circle K #11020,9194 120th St,Surrey,Restaurant,49.17032258,-122.88997858
HCAR-BRZUBP,Maharani Sweets & Restaurant,9320 120th St,Surrey,Restaurant,49.17223237,-122.88991513
A019244    ,Kam Wah Restaurant,9340 120 St,Surrey,Restaurant,49.17281723,-122.8899231
HCAR-BENQ5Q,Pizza Factory,12030 80 Ave,Surrey,Restaurant,49.14840317,-122.88916016
HCAR-BCGTSR,Triple O's Burger Restaurant (Scott Rd),10388 Scott Rd,Surrey,Restaurant,49.19232178,-122.88954926
SWOD-AHYRYX,Quizno's Classic Subs #671,12077 72 Ave,Surrey,Restaurant,49.13428497,-122.88837433
NDAA-95HQ6Q,Kami Strawberry Hill Japanese Restaurant,12101 72 Ave,Surrey,Restaurant,49.1350174,-122.88764191
HHIN-BBXPFN,Crescent Supermarket Ltd. - Meat Dept.,12074 96 Ave,Surrey,Restaurant,49.17699051,-122.88774109
SWOD-9XJUAY,Donegal's Pub,12054 96 Ave,Surrey,Restaurant,49.17699432,-122.8875885
A017349    ,A&W #0339,12133 72 Ave,Surrey,Restaurant,49.13426971,-122.88670349
SPLH-ASHT5Z,Haryana Sweets & Catering Service,12448 82 Ave,Surrey,Restaurant,49.15185165,-122.87780762
ACAK-985T7J,Tim Hortons #5038,12467 88 Ave,Surrey,Restaurant,49.16355896,-122.87787628
ACAK-8VQTQF,Turf Hotel Lounge,12411 King George Blvd,Surrey,Restaurant,49.20660019,-122.87798309
NDAA-A3VQ76,Rose Sweets & Tandoori Hut,12565 88 Ave,Surrey,Restaurant,49.16401672,-122.87477875
SHEN-9TNMS5,Gulberg Mediterranean & Persian Grill,12578 72 Ave,Surrey,Restaurant,49.13327408,-122.87416077
A016603    ,Crescent Beach Yacht Club,12555 Crescent Rd,Surrey,Restaurant,49.05628586,-122.87133026
HCAR-C6UTFA,Kwantlen Polytechnic University - Cafeteria #67622,12666 72nd Ave,Surrey,Restaurant,49.13362169,-122.87132535
SDFO-89RTBJ,Tim Hortons (Surrey Campus),12666 72 Ave,Surrey,Restaurant,49.13362122,-122.87132263
HCAR-BXERQK,Khana Peena Lounge,12736 80th Ave,Surrey,Restaurant,49.14802998,-122.8697216
GEDS-6MNMCW,Kamal Sweets & Tandoori Hut,6977 128 St,Surrey,Restaurant,49.12968445,-122.86806488
NDAA-94NTVX,Veggie Hut Pizza & Pasta,7025 128 St,Surrey,Restaurant,49.13016891,-122.86815643
SHEN-9Z3L58,Java Hut Cafe,7728 128 St,Surrey,Restaurant,49.14276505,-122.86766815
PNEL-8RHMJZ,La Tandoori Pick & Go Restaurant,7743 128 St,Surrey,Restaurant,49.14345932,-122.86817169
HCAR-B83R98,Metro 1 Sweets & Catering,8383 128 St,Surrey,Restaurant,49.15512466,-122.86833191
GEDS-65GNXR,Lighthouse Fish & Chips,9631 128 St,Surrey,Restaurant,49.17753983,-122.8680954
HCAR-BTWMHL,Wow Grill and Momo,9631 128th St,Surrey,Restaurant,49.17751963,-122.86799791
A019364    ,Delitalia Fine Foods,1629 128 St,Surrey,Restaurant,49.03178024,-122.86773682
A017303    ,Subway #13542,1623 128 St,Surrey,Restaurant,49.03162766,-122.86772156
HCAR-BWYR5E,Dudes Coffee House,12823 Crescent Rd,Surrey,Restaurant,49.05320652,-122.86698325
PGOO-65PTDL,Bhaia Sweet Shop & Restaurant,6828 128 St,Surrey,Restaurant,49.12696075,-122.86753082
RORS-6732A2,Lovely Sweets & Restaurant,7168 128 St,Surrey,Restaurant,49.13296509,-122.86756897
SDFO-88QSPT,Ocean Park Pizza (72nd Ave),12818 72 Ave,Surrey,Restaurant,49.13371277,-122.86737823
DMIL-92PTGQ,Dhaliwal Bakery,12824 Anvil Way,Surrey,Restaurant,49.14451599,-122.86726379
NDAA-A9KQFU,Fraserview Meats,12837 88 Ave,Surrey,Restaurant,49.16276169,-122.8671875
HCAR-BWYQEZ,K's Pizza Kitchen (96th Ave),12830 96th Ave,Surrey,Restaurant,49.17696905,-122.86709444
NDAA-ALQN84,Crawford Manor,10010 128 St,Surrey,Restaurant,49.18468094,-122.86738586
A020053    ,Kid's Play Daycare Centre Food Service,12819 Old Yale Rd,Surrey,Restaurant,49.19765472,-122.86695862
HCAR-CFTUB9,Chetan Catering and Takeout,12827 76th Ave,Surrey,Restaurant,49.14105765,-122.86636648
HCAR-CFETT5,Taj Indian Foods,12837 76th Ave,Surrey,Restaurant,49.14103712,-122.86606
SHEN-A85RZ3,Crystal Ball Room/Crystal Banquet Hall,12888 80 Ave,Surrey,Restaurant,49.147994999999995,-122.86605072
DMIL-8L2MUQ,Manohar Vegetarian Bakery,8120 128 St,Surrey,Restaurant,49.1493988,-122.86605072
MARO-B39S2C,Ocean Park Donair,12867 16 Ave,Surrey,Restaurant,49.03150177,-122.86575317
NDAA-98FRJN,Maharaja Banquet Hall,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
GEDS-7R4QDM,The Royal King Palace & Convention Centre,8158 128 St,Surrey,Restaurant,49.15125275,-122.86511993
SYOG-5M598H,Irmandade Portuguesa Do Santo Cultural Society,12918 112 Ave,Surrey,Restaurant,49.20610809,-122.86432648
GEDS-7UDPRX,Sources Life Skills Resource Centre,12996 60 Ave,Surrey,Restaurant,49.11169815,-122.86225128
HCAR-CG9U5A,Russell Brewing Company,13018 80th Ave,Surrey,Restaurant,49.14812083,-122.86168391
HCAR-CJMREJ,Circle K #11094,13192 104th Ave,Surrey,Restaurant,49.19162119,-122.85680231
S003239    ,Whalley Little League Concession - Major Diamond,13350 105A Ave,Surrey,Restaurant,49.19308472,-122.85269165
HHIN-BJ9P8H,Captain's Nook,13444 72nd Ave,Surrey,Restaurant,49.13343057,-122.8497863
SDFO-8P2P32,Sunrise Cafe,13458 107A Ave,Surrey,Restaurant,49.19718552,-122.84978485
NDAA-AC3N6U,Pop Up Soup Kitchen,13483 72 Ave,Surrey,Restaurant,49.13375473,-122.84889221
A018324,Manchu Wok (Surrey),2729 Central City,Surrey,Restaurant,49.18791904,-122.84876653
HCAR-AWDUMS,Civic Hotel - Catering Kitchen 2nd Floor,13483 103rd Ave,Surrey,Restaurant,49.19029236,-122.84810638
HCAR-C88M43,Little Saigon (King George Blvd),10153 King George Blvd,Surrey,Restaurant,49.18559446,-122.84740187
HCAR-C7XPRR,Matchahaven,13483 103rd Ave,Surrey,Restaurant,49.19030057,-122.84800098
SWOD-9Y2R2N,The Lookout Emergency Aid Society,10667 135A St,Surrey,Restaurant,49.19638062,-122.84705353
GEDS-7ELT6P,Hilton Villa Care Centre Partnership,13525 Hilton Rd,Surrey,Restaurant,49.20227814,-122.8470459
