TRACKINGNUMBER,NAME,CITY,ADDRESS,LONGITUDE,LATITUDE,UTMX,UTMY
HCAR-C8FM4Z,Tokyo Mithaiwala,Surrey,12950 80th Ave,-122.86372443,49.14796994,509937.97750711016,5443914.048586481
JDSO-ACJV37,Asian Flavour Deli,Surrey,13048 Old Yale Rd,-122.86071777,49.1888237,510148.8863249506,5448456.097273796
JDSO-ACGS7Y,Ocean Park Pizza,Surrey,13186 104 Ave,-122.85719299,49.19151306,510405.1575237832,5448755.548957862
SYOG-5M55P6,St Bernadette Parish Hall,Surrey,6555 132 St,-122.85668182,49.12138367,510457.15480010986,5440959.458976526
GEDS-6TEV3Q,Panorama Ridge Secondary School Food Service,Surrey,13220 64 Ave,-122.8549881,49.11878967,510581.28820080304,5440671.32551679
NDAA-9PPT45,Domino's Pizza #10085,Surrey,13391 72 Ave,-122.85191345,49.13381577,510802.37586974585,5442342.175555523
NDAA-8WQRZD,Railway Cafe,Surrey,13375 115 Ave,-122.85179138,49.21175003,510794.3223377758,5451006.0312938085
PGOO-63CUDS,Guru Lucky Snacks & Sweets,Surrey,7660 134 St,-122.85095978,49.14197159,510870.1589375324,5443248.977105796
HCAR-B7CRV4,Buona Pizza,Surrey,13402 104 Ave,-122.85085297,49.19147491,510867.11019013595,5448752.198684022
HCAR-BN3TTF,Sharetea,Surrey,13402 104th Ave,-122.85077811,49.19148919,510872.56148784945,5448753.7969255075
HCAR-AU9VCN,Nesters Market - Deli Department,Surrey,10835 City Pky,-122.84906006,49.19953156,510995.95865406195,5449648.107204486
NDAA-92UNDS,Old Surrey Restaurant,Surrey,13483 72 Ave,-122.84889221,49.13375473,511022.7778141404,5442335.825034702
HCAR-BLKNGJ,Terracotta Tummy,Surrey,13483 72nd Ave,-122.84888847,49.13375295,511023.05102846713,5442335.627700172
SNOE-AE2SZG,Divine Delicacies,Surrey,13483 78 Ave,-122.84850311,49.14465332,511048.73842030973,5443547.45501176
HCAR-C3MU2V,Central City Taphouse & Kitchen,Surrey,13450 102nd Ave,-122.84876653,49.18791904,511019.9214955073,5448357.198254704
HCAR-BWESNU,Potato Corner,Surrey,10153 King George Blvd,-122.84740187,49.18559446,511119.88098037505,5448098.977005881
HCAR-BJDMAG,Gong Cha Bubble Tea Shop,Surrey,10294 City Pky,-122.84739685,49.1897049,511119.32564984396,5448555.930547801
GEDS-7FBP3Q,Pho Hoa Hong Vietnamese Restaurant,Surrey,10302 City Pky,-122.84738922,49.18995667,511119.82517871744,5448583.9206554545
HCAR-BXLP95,Super Sendex Spanish Store,Surrey,10302 City Pky,-122.84734215,49.18990947,511123.2654655247,5448578.680399967
A017472    ,McDonald's #8606,Surrey,6333 King George Blvd,-122.84583282,49.11831665,511249.44120641414,5440620.0597723285
GEDS-7V3QCJ,Price Pro - Deli,Surrey,6899 King George Blvd,-122.84596252,49.1280365,511237.780611323,5441700.572747387
HCAR-BSKPM5,Circle K #11159,Surrey,8007 King George Blvd,-122.84605304,49.1485101,511226.5517404294,5443976.565908926
SHEN-ABRQQJ,Mucho Burrito (Fresh Mexican Restaurant),Surrey,9666 King George Blvd,-122.84526062,49.17871857,511277.4768982139,5447334.90982643
A019835   ,Boston Pizza #74,Surrey,1081 Central City,-122.84584777,49.18592247,511233.05452050886,5448135.670917581
HCAR-BC9TWR,A&W #0735,Surrey,10153 King George Hwy,-122.84584808,49.18592072,511233.03232699516,5448135.476326191
HCAR-C5CR2W,Stanley Market - Food Service,Surrey,10565 King George Blvd,-122.84565248,49.19463212,511245.31107316405,5449103.941942282
HCAR-C98MKX,Guacamole Mexican Grill,Surrey,10671 King George Blvd,-122.84561303,49.19666683,511247.72392448876,5449330.144445377
NDAA-9B3TGR,Pacific Kabab Hut & Catering,Surrey,10731 King George Blvd,-122.84570313,49.19765472,511240.9358989552,5449439.953816203
HCAR-ATYPHV,Fraserview Meats,Surrey,7218 King George Blvd,-122.84521484,49.13433075,511290.8980092079,5442400.401430747
NDAA-APCPMF,Shawarma Palace,Surrey,7218 King George Blvd,-122.84521484,49.13433075,511290.8980092079,5442400.401430747
GEDS-6L7MRP,Sushi Line Japanese Restaurant,Surrey,7380 King George Blvd,-122.84520721,49.13673782,511290.907860519,5442667.9912930485
GEDS-66JRRA,Brewster's Pub,Surrey,7380 King George Blvd,-122.84520721,49.13673782,511290.907860519,5442667.9912930485
A016919    ,Burger King #08302,Surrey,7488 King George Blvd,-122.84525299,49.13853836,511287.15972022136,5442868.14665174
ACAK-8VLMLT,Pho Newton,Surrey,7488 King George Blvd,-122.84525299,49.13853836,511287.15972022136,5442868.14665174
SHEN-B32QAM,Indian Haveli Restaurant Ltd,Surrey,7488 King George Blvd,-122.84525299,49.13853836,511287.15972022136,5442868.14665174
PNEL-8SUUNC,Bento Nouveau (RCSS #1521),Surrey,7550 King George Blvd,-122.84526062,49.1396637,511286.34766565094,5442993.247187541
HCAR-C47UNE,The Nest (Phoenix Society),Surrey,13620 80th Ave,-122.8444771,49.14812583,511341.56452334306,5443934.082123034
GEDS-7UUR33,Lighthouse Fresh and Tasty,Surrey,8050 King George Blvd,-122.84525299,49.14889145,511284.80860015564,5444019.078738656
NDAA-9P7SJ7,Starbucks Coffee Company #21565,Surrey,9908 King George Blvd,-122.84499359,49.18334579,511295.88498722785,5447849.351667121
SHEN-AGKN4N,Hot Pan Pizza,Surrey,13634 104 Ave,-122.84429169,49.1914444,511345.1831927862,5448749.76956848
SHEN-AZUMHY,Papa John's (Surrey),Surrey,10558 King George Blvd,-122.84494019,49.19478989,511297.1705022157,5449121.58713318
HCAR-B6HVDN,Nancy Gerard Building (Site #1),Surrey,10662 King George Blvd,-122.84495544,49.19640732,511295.69112992304,5449301.3929031845
HCAR-BRZN5A,Chic Chic Chicken,Surrey,13647 72nd Ave,-122.84420289,49.13373657,511364.8511240318,5442334.499055463
HPAR-ATKQQA,Big Meat Shop,Surrey,13643 100th Ave,-122.8440544,49.18449203,511364.0646982102,5447976.918297077
SDFO-8EHMF4,Nahm Thai Bistro,Surrey,13650 102 Ave,-122.84368134,49.1876564,511390.5239337152,5448328.753567819
NDAA-9H7NNW,Tasty Donair & Company Inc.,Surrey,13711 72 Ave,-122.84255981,49.13375854,511484.70291205065,5442337.189178878
HCAR-BP4UGF,Espresso Cafe,Surrey,7330 137th St,-122.84257911,49.13602606,511482.7712797693,5442589.261476677
SHEN-9ZSST8,Bear Creek Park Concession,Surrey,13750 88 Ave,-122.84241486,49.1621666,511488.7064626577,5445495.280038249
SWOD-A83PU8,Kids & Company (Surrey Professional),Surrey,13737 96 Ave,-122.84275055,49.17720795,511460.760665857,5447167.353167394
SWOD-A8QVAV,Quesada - Burritos & Tacos,Surrey,13737 96 Ave,-122.84275055,49.17720795,511460.760665857,5447167.353167394
SWOD-A3HQFP,Tomato Shack Pizza,Surrey,10322 Whalley Blvd,-122.84170532,49.19020081,511533.9197156065,5448611.91190205
HCAR-CAVRHS,Top In Town Pizza & Wings,Surrey,10346 Whalley Blvd,-122.84170662,49.19068709,511533.7119505645,5448665.970906673
HCAR-BJASBB,Sub and Me,Surrey,13744 104 Ave,-122.84126282,49.19140244,511565.88172528974,5448745.56328614
A018188    ,Newton Seniors Centre,Surrey,13775 70 Ave,-122.84092712,49.13016129,511604.64140573447,5441937.539772834
NDAA-98TQ7G,Arbourside Court,Surrey,13751 74 Ave,-122.84046173,49.13739777,511636.8984151171,5442742.074592792
GEDS-6BEQNQ,The Gateway,Surrey,13787 100 Ave,-122.84039307,49.1844635,511630.87965416524,5447974.302698592
GEDS-6U4THW,Pizza Hut #31104,Surrey,13786 104 Ave,-122.84037018,49.19140625,511630.9201934808,5448746.123609241
A020331    ,Come Share Centre (68th Ave),Surrey,13855 68 Ave,-122.83893585,49.12674713,511750.7147348997,5441558.302423308
SHEN-AZUMAU,Taste of Himalayas,Surrey,7115 138 St,-122.83917999,49.13203812,511731.6546526461,5442146.4517634865
GEDS-7QVQDQ,Planet India Restaurant,Surrey,13775 72 Ave,-122.83907318,49.13378906,511739.032891322,5442341.116393852
NDAA-986SEL,Bear Creek Villa,Surrey,8233 140 St,-122.83494568,49.15269089,512035.54069481214,5444443.042026977
GEDS-7R5P2M,Soo's Grocery,Surrey,13980 108 Ave,-122.83459473,49.19866943,512049.96545395,5449554.467239365
HCAR-C88T7U,Corporate Classic Caterers #61638 - Surrey Recreation,Surrey,14123 92nd Ave,-122.83172497,49.17013557,512266.08141141117,5446382.854392218
A018928    ,Chrysalis 22 Food Service,Surrey,14122 113 Ave,-122.83097839,49.20750427,512311.22650561144,5450537.210608039
A018912    ,Chrysalis 24 Food Service,Surrey,14124 113 Ave,-122.83097839,49.20750427,512311.22650561144,5450537.210608039
NDAA-948T7W,Four Seasons,Surrey,14351 104 Ave,-122.8241806,49.19172668,512810.4393093036,5448784.359107026
PNEL-8RBQFL,Tasty Sandwich,Surrey,14351 104 Ave,-122.8241806,49.19172668,512810.4393093036,5448784.359107026
A013627    ,Cedar Grove Child Development Centre Food Service,Surrey,10330 144 St,-122.82282257,49.19047546,512909.71273250616,5448645.493094357
NDAA-9QERMR,Sources Connection Cafe & Catering,Surrey,14601 20 Ave,-122.81861877,49.03981018,513256.1014161009,5431897.150415429
HCAR-BKDNLJ,Greek Island Pizza,Surrey,14657 108th Ave,-122.81608582,49.19891357,513398.2943952936,5449584.71956612
SHEN-AP5NAA,Softball City Extra Innings - Sport & Grill,Surrey,2201 148 St,-122.81479645,49.04327393,513534.51252737705,5432282.876433397
HCAR-BZ8MAP,108 Dairy Queen,Surrey,14741 108th Ave,-122.81387987,49.19889005,513559.005956724,5449582.497702514
GEDS-7WDP3L,Dairy Queen #26978,Surrey,14741 108 Ave,-122.81388092,49.19889069,513558.9292884372,5449582.568662589
A016809    ,Semiahmoo Secondary School,Surrey,1785 148 St,-122.81297302,49.03511429,513670.0030811274,5431376.129354037
GEDS-84NQEZ,Nagoya,Surrey,9175 148 St,-122.81250763,49.16977692,513666.99011715996,5446346.274550317
A018895    ,Green Timbers Pub,Surrey,9167 148 St,-122.81249237,49.16961288,513668.14762949524,5446328.041231528
RORS-63QTKM,Donair Affair (Surrey),Surrey,10786 148 St,-122.81225586,49.19809723,513677.53499061585,5449494.652882163
