TRACKINGNUMBER,NAME,CITY,ADDRESS,LONGITUDE,LATITUDE,UTMX,UTMY
A019244    ,Kam Wah Restaurant,Surrey,9340 120 St,-122.8899231,49.17281723,508023.40935590037,5446673.173493934
HCAR-BENQ5Q,Pizza Factory,Surrey,12030 80 Ave,-122.88916016,49.14840317,508082.9915682803,5443959.184250332
HCAR-BCGTSR,Triple O's Burger Restaurant (Scott Rd),Surrey,10388 Scott Rd,-122.88954926,49.19232178,508047.49489526474,5448841.509784686
SWOD-AHYRYX,Quizno's Classic Subs #671,Surrey,12077 72 Ave,-122.88837433,49.13428497,508142.61083362025,5442389.776904102
NDAA-95HQ6Q,Kami Strawberry Hill Japanese Restaurant,Surrey,12101 72 Ave,-122.88764191,49.1350174,508195.91695015936,5442471.278532732
HHIN-BBXPFN,Crescent Supermarket Ltd. - Meat Dept.,Surrey,12074 96 Ave,-122.88774109,49.17699051,508181.7662954411,5447137.344730585
SWOD-9XJUAY,Donegal's Pub,Surrey,12054 96 Ave,-122.8875885,49.17699432,508192.8868817346,5447137.784783313
A017349    ,A&W #0339,Surrey,12133 72 Ave,-122.88670349,49.13426971,508264.4939143713,5442388.261399212
SPLH-ASHT5Z,Haryana Sweets & Catering Service,Surrey,12448 82 Ave,-122.87780762,49.15185165,508910.25655245286,5444343.818772688
ACAK-985T7J,Tim Hortons #5038,Surrey,12467 88 Ave,-122.87787628,49.16355896,508903.15126105765,5445645.292109067
ACAK-8VQTQF,Turf Hotel Lounge,Surrey,12411 King George Blvd,-122.87798309,49.20660019,508887.65262971254,5450430.121471738
NDAA-A3VQ76,Rose Sweets & Tandoori Hut,Surrey,12565 88 Ave,-122.87477875,49.16401672,509128.8854241644,5445696.549327599
SHEN-9TNMS5,Gulberg Mediterranean & Persian Grill,Surrey,12578 72 Ave,-122.87416077,49.13327408,509179.6151171029,5442279.02332739
A016603    ,Crescent Beach Yacht Club,Surrey,12555 Crescent Rd,-122.87133026,49.05628586,509400.6191553211,5433720.816850228
HCAR-C6UTFA,Kwantlen Polytechnic University - Cafeteria #67622,Surrey,12666 72nd Ave,-122.87132535,49.13362169,509386.38529007573,5442318.013774722
SDFO-89RTBJ,Tim Hortons (Surrey Campus),Surrey,12666 72 Ave,-122.87132263,49.13362122,509386.5837936693,5442317.961862837
HCAR-BXERQK,Khana Peena Lounge,Surrey,12736 80th Ave,-122.8697216,49.14802998,509500.6189261608,5443919.95361214
GEDS-6MNMCW,Kamal Sweets & Tandoori Hut,Surrey,6977 128 St,-122.86806488,49.12968445,509624.9877857174,5441880.7286750395
NDAA-94NTVX,Veggie Hut Pizza & Pasta,Surrey,7025 128 St,-122.86815643,49.13016891,509618.21527760057,5441934.573366723
SHEN-9Z3L58,Java Hut Cafe,Surrey,7728 128 St,-122.86766815,49.14276505,509651.39024922124,5443334.921316423
PNEL-8RHMJZ,La Tandoori Pick & Go Restaurant,Surrey,7743 128 St,-122.86817169,49.14345932,509614.5311438867,5443412.037880419
HCAR-B83R98,Metro 1 Sweets & Catering,Surrey,8383 128 St,-122.86833191,49.15512466,509600.5917218566,5444708.831269493
GEDS-65GNXR,Lighthouse Fish & Chips,Surrey,9631 128 St,-122.8680954,49.17753983,509613.4964227169,5447200.720574639
HCAR-BTWMHL,Wow Grill and Momo,Surrey,9631 128th St,-122.86799791,49.17751963,509620.6056208953,5447198.487350945
A019364    ,Delitalia Fine Foods,Surrey,1629 128 St,-122.86773682,49.03178024,509667.9052869357,5430997.0750546595
A017303    ,Subway #13542,Surrey,1623 128 St,-122.86772156,49.03162766,509669.0502993366,5430980.115317165
HCAR-BWYR5E,Dudes Coffee House,Surrey,12823 Crescent Rd,-122.86698325,49.05320652,509718.8121781541,5433379.04593689
PGOO-65PTDL,Bhaia Sweet Shop & Restaurant,Surrey,6828 128 St,-122.86753082,49.12696075,509664.47811527835,5441578.009200342
RORS-6732A2,Lovely Sweets & Restaurant,Surrey,7168 128 St,-122.86756897,49.13296509,509660.52816333843,5442245.493171201
SDFO-88QSPT,Ocean Park Pizza (72nd Ave),Surrey,12818 72 Ave,-122.86737823,49.13371277,509674.2966947505,5442328.635444962
DMIL-92PTGQ,Dhaliwal Bakery,Surrey,12824 Anvil Way,-122.86726379,49.14451599,509680.54045641294,5443529.621397205
NDAA-A9KQFU,Fraserview Meats,Surrey,12837 88 Ave,-122.8671875,49.16276169,509682.54763256985,5445557.972516213
HCAR-BWYQEZ,K's Pizza Kitchen (96th Ave),Surrey,12830 96th Ave,-122.86709444,49.17696905,509686.55994552816,5447137.395312276
NDAA-ALQN84,Crawford Manor,Surrey,10010 128 St,-122.86738586,49.18468094,509663.81869306107,5447994.678946371
A020053    ,Kid's Play Daycare Centre Food Service,Surrey,12819 Old Yale Rd,-122.86695862,49.19765472,509692.41755600116,5449437.014571232
HCAR-CFTUB9,Chetan Catering and Takeout,Surrey,12827 76th Ave,-122.86636648,49.14105765,509746.66005950415,5443145.279799034
HCAR-CFETT5,Taj Indian Foods,Surrey,12837 76th Ave,-122.86606,49.14103712,509769.01743537234,5443143.036997886
SHEN-A85RZ3,Crystal Ball Room/Crystal Banquet Hall,Surrey,12888 80 Ave,-122.86605072,49.147995,509768.32653468,5443916.531858044
DMIL-8L2MUQ,Manohar Vegetarian Bakery,Surrey,8120 128 St,-122.86605072,49.1493988,509768.05056523514,5444072.58962199
MARO-B39S2C,Ocean Park Donair,Surrey,12867 16 Ave,-122.86575317,49.03150177,509812.9568361044,5430966.373337311
NDAA-98FRJN,Maharaja Banquet Hall,Surrey,8148 128 St,-122.86483002,49.15057755,509856.8344165679,5444203.787171994
GEDS-7R4QDM,The Royal King Palace & Convention Centre,Surrey,8158 128 St,-122.86511993,49.15125275,509835.5600086162,5444278.810208359
SYOG-5M598H,Irmandade Portuguesa Do Santo Cultural Society,Surrey,12918 112 Ave,-122.86432648,49.20610809,509882.4913039957,5450377.108635075
GEDS-7UDPRX,Sources Life Skills Resource Centre,Surrey,12996 60 Ave,-122.86225128,49.11169815,510052.7385470189,5439881.990636605
HCAR-CG9U5A,Russell Brewing Company,Surrey,13018 80th Ave,-122.86168391,49.14812083,510086.75297856616,5443931.092454332
HCAR-CJMREJ,Circle K #11094,Surrey,13192 104th Ave,-122.85680231,49.19162119,510433.60037370614,5448767.623427192
S003239    ,Whalley Little League Concession - Major Diamond,Surrey,13350 105A Ave,-122.85269165,49.19308472,510732.79257066356,5448930.897196737
HHIN-BJ9P8H,Captain's Nook,Surrey,13444 72nd Ave,-122.8497863,49.13343057,510957.62858536444,5442299.659190261
SDFO-8P2P32,Sunrise Cafe,Surrey,13458 107A Ave,-122.84978485,49.19718552,510943.6753961202,5449387.195149628
NDAA-AC3N6U,Pop Up Soup Kitchen,Surrey,13483 72 Ave,-122.84889221,49.13375473,511022.7778141404,5442335.825034702
A018324,Manchu Wok (Surrey),Surrey,2729 Central City,-122.84876653,49.18791904,511019.9214955073,5448357.198254704
HCAR-AWDUMS,Civic Hotel - Catering Kitchen 2nd Floor,Surrey,13483 103rd Ave,-122.84810638,49.19029236,511067.4952013045,5448621.133837308
HCAR-C88M43,Little Saigon (King George Blvd),Surrey,10153 King George Blvd,-122.84740187,49.18559446,511119.88098037505,5448098.977005881
HCAR-C7XPRR,Matchahaven,Surrey,13483 103rd Ave,-122.84800098,49.19030057,511075.1731751004,5448622.061948995
SWOD-9Y2R2N,The Lookout Emergency Aid Society,Surrey,10667 135A St,-122.84705353,49.19638062,511142.8419200322,5449298.113708197
GEDS-7ELT6P,Hilton Villa Care Centre Partnership,Surrey,13525 Hilton Rd,-122.8470459,49.20227814,511142.07290466677,5449953.736558564
JDSO-ACPLSA,Anjali's Dosa Garden,Surrey,13560 77 Ave,-122.84706116,49.14253616,511154.3756413423,5443312.305932987
SDFO-8FAUQX,Bear Creek Market (88th Ave),Surrey,13578 88 Ave,-122.84701538,49.16252518,511153.22625580017,5445534.455055427
HCAR-ASV26J,Huyen Coffee Shop,Surrey,13551 105A Ave,-122.8466568,49.1946106,511172.14411291265,5449101.400867841
HCAR-BS2PXM,Organic Warehouse - Juices & Smoothies,Surrey,7093 King George Blvd,-122.84598983,49.13100319,511235.11785228713,5442030.368814712
HCAR-BFAMWG,Canadian Surrey Veggie Pizza & Curry House,Surrey,8077 King George Blvd,-122.84601593,49.14945984,511229.0433451903,5444082.152182975
HCAR-BCUQRD,B & B Restaurant,Surrey,8077 King George Blvd,-122.84601593,49.14945984,511229.0433451903,5444082.152182975
GEDS-6HKV3L,KFC #018-004,Surrey,10153 King George Blvd,-122.84584808,49.18592072,511233.03232699516,5448135.476326191
MMAR-7YMNCT,OPA Souvlaki of Greece (Surrey),Surrey,10153 King George Blvd,-122.84584808,49.18592072,511233.03232699516,5448135.476326191
HCAR-CH7Q8N,Burger King #8508,Surrey,10153 King George Hwy,-122.84545234,49.18696415,511261.6330389795,5448251.531987717
ACAK-9CALNC,Safeway #4900 - Starbucks Coffee,Surrey,10355 King George Blvd,-122.84580231,49.1907196,511235.28091489547,5448668.969048732
HCAR-B5GM6G,Rickshaw Chinese Food Whalley Co,Surrey,10505 King George Blvd,-122.84566498,49.19345474,511244.66722825624,5448973.051984541
HCAR-BPZLWZ,Yogi's Kitchen Food Services Limited,Surrey,10537 King George Blvd,-122.84560273,49.19396554,511249.08686259546,5449029.846331099
HCAR-C6URMX,Come Eat Kanadiyan,Surrey,10628 King George Blvd,-122.84526004,49.19569392,511273.6617930329,5449222.039534032
HCAR-BD2UPV,Goto Moto & Huong Que Restaurant,Surrey,10673 King George Blvd,-122.84571075,49.19673538,511240.58909045573,5449337.750564124
HCAR-CH6NLD,Tuan Hang Deli and Catering,Surrey,10673 King George Blvd,-122.84570931,49.19673595,511240.6938710118,5449337.814144306
SHEN-AKAW3E,Spicy Bowl Restaurant Inc,Surrey,10725 King George Blvd,-122.8456955,49.19747162,511241.53326048155,5449419.5999017805
HCAR-CBMMWG,Krishnas Chaat House,Surrey,6468 King George Blvd,-122.84518062,49.1202975,511296.58175965335,5440840.36294836
SHEN-A7WQC8,Kelly's Pub,Surrey,7218 King George Blvd,-122.84521484,49.13433075,511290.8980092079,5442400.401430747
A017856    ,Subway #22635,Surrey,7550 King George Blvd,-122.84526062,49.1396637,511286.34766565094,5442993.247187541
GEDS-7W4PCC,Subway #44714,Surrey,8050 King George Blvd,-122.84525299,49.14889145,511284.80860015564,5444019.078738656
SWOD-AEVR4M,Kids & Company (King George),Surrey,9900 King George Blvd,-122.84490967,49.18235779,511302.2255434738,5447739.529481487
KSMH-AU6VQG,Chopped Leaf,Surrey,9900 King George Hwy,-122.84490967,49.18235779,511302.2255434738,5447739.529481487
SWOD-A53UKG,A&W #0768,Surrey,9900 King George Blvd.,-122.84490967,49.18235779,511302.2255434738,5447739.529481487
HCAR-BGSN53,Sushi King George,Surrey,10344 King George Blvd,-122.84506989,49.19041443,511288.7165278446,5448635.152604749
A016526    ,Church's Chicken #1715,Surrey,10542 King George Blvd,-122.84498596,49.19418335,511293.97393094713,5449054.151882058
GLAE-9WERHV,Doni Korean Restaurant,Surrey,10592 King George Blvd,-122.8441925,49.19548798,511351.48508327664,5449199.304940806
HCAR-BQ7RPC,Samosa Village,Surrey,13652 Grosvenor Rd,-122.84390376,49.19981323,511371.5298526954,5449680.182088097
HCAR-CCDT49,Espresso Cafe,Surrey,7330 137th St,-122.84277686,49.13613202,511468.3223374244,5442601.010866677
SHEN-AP8NDS,The Jin Sushi Japanese Restaurant,Surrey,7360 137 St,-122.84263611,49.13640213,511478.5266859135,5442631.059725426
HHIN-BE4R69,Bear Creek Park Train & Mini Golf,Surrey,13750 88 Ave,-122.84241486,49.1621666,511488.7064626577,5445495.280038249
SWOD-9UKPY4,Subway #63408,Surrey,13737 96 Ave,-122.84275055,49.17720795,511460.760665857,5447167.353167394
LCAL-6TNQTM,Lucky Horse Restaurant (72nd Ave),Surrey,13737 72 Ave,-122.84177399,49.13374329,511542.0292109872,5442335.613286255
HCAR-CLMRPP,New Parmar Restaurant & Catering,Surrey,13745 72nd Ave,-122.8409243,49.13362067,511604.0396969149,5442322.11168392
HCAR-CHRNV7,The Skewery Grill,Surrey,13767 72nd Ave,-122.84004981,49.1336285,511667.82895323524,5442323.116432795
NDAA-8YSTH8,New Hollywood Cinema,Surrey,7125 138 St,-122.83916473,49.13221741,511732.72554355743,5442166.385392333
HCAR-B9MQS9,King Do Restaurant,Surrey,13922 104 Ave,-122.8365097,49.1913414,511912.21727747004,5448739.514637172
KSMH-ASUUGL,La D'Amico Pizza,Surrey,13916 Grosvenor Rd,-122.83634949,49.20368576,511920.92343018675,5450111.85016474
HCAR-C88MC9,CEFA Sullivan Heights - Food Service,Surrey,5790 King George Blvd,-122.83498411,49.1078432,512043.59666827176,5439457.420901524
SYOG-5M5624,Bear Creek Market,Surrey,8776 140 St,-122.83440399,49.16246033,512072.6653709153,5445529.179675976
HCAR-BGUV24,Blenz Coffee Cafe,Surrey,9750 140 St,-122.83382416,49.17972565,512110.7252913719,5447448.6319814
HCAR-BEKLEK,Vegan Supply,Surrey,14016 32 Ave,-122.83346558,49.06010437,512166.0820570494,5434150.689673009
NDAA-8RKSYR,Polonia Sausage Deli,Surrey,14045 104 Ave,-122.83292389,49.19169235,512173.4000644354,5448779.099828386
HCAR-BJ9NJN,Maria Sol Hospice 31 - Food Service,Surrey,14131 Grosvenor Rd,-122.83055115,49.20719147,512342.4237357545,5450502.506472412
NDAA-92QN5J,Tim Horton's (RCMP),Surrey,14200 Green Timbers Way,-122.82991791,49.17966843,512395.4229676158,5447442.903094733
HCAR-BEFQCT,Roundtable Pizza,Surrey,14377 64 Ave,-122.82376862,49.11928177,512859.1959591669,5440730.859443089
GEDS-65FUQU,Parkland Food Market,Surrey,8270 144 St,-122.82312775,49.1533699,512897.11172570294,5444520.4714187225
GEDS-6TJMVF,Sullivan Heights Secondary School Food Service,Surrey,6248 144 St,-122.82294464,49.11574554,512920.2383022096,5440337.885905418
A013869    ,Growing Together Day Care - Food Service,Surrey,10707 146 St,-122.81782532,49.19694901,513272.09614634846,5449366.014922824
SHEN-9X3LYQ,WRSSBA (White Rock South Surrey Baseball Association) Concessio,Surrey,14600 20 Ave,-122.8159256,49.03803253,513453.40891864005,5431700.010340984
A016829    ,South Surrey Ice Arena - Lower Concession,Surrey,2199 148 St,-122.81524658,49.04156876,513502.0790434871,5432093.239309666
SHEN-ALXSDR,The Guildford Shelter,Surrey,14716 104 Ave,-122.81420135,49.19127274,513537.6644670462,5448735.631838886
SHEN-A79QF4,Cabizerra Bistro,Surrey,14775 108 Ave,-122.8134079,49.19888687,513593.3902168955,5449582.228840891
HCAR-BUMN7X,Royal Choice Food,Surrey,14779 108th Ave,-122.8132608,49.19888905,513604.1059712589,5449582.497618066
GEDS-6ZXNY3,Subway #17012,Surrey,14806 108 Ave,-122.81211853,49.19856644,513687.410271781,5449546.839316982
MARO-AZ3TU9,Choices Market (#787) - Deli,Surrey,3248 King George Blvd,-122.81198883,49.06103134,513734.79824390454,5434257.404542417
SHEN-9PQSQD,Buy-Low Foods #080072 - Bakery/Deli,Surrey,14865 108 Ave,-122.80950928,49.19944382,513877.2519615722,5449644.851910936
SHEN-AGKQYB,McDonald's #8688,Surrey,3104 King George Blvd,-122.80918121,49.05869293,513940.5574599536,5433997.964305925
SPLH-98MP89,K Pop Karaoke Restaurant,Surrey,14914 104 Ave,-122.80834961,49.19133759,513964.0155700065,5448743.904129972
HCAR-B93S2H,Cora Breakfast and Lunch (Surrey),Surrey,15133 No 10 Hwy,-122.80578608,49.10516994,514175.3597150848,5439165.292034386
HCAR-CL6NX9,Kaffina Coffee,Surrey,2950 King George Blvd,-122.80555767,49.0556839,514206.13803843514,5433664.133957246
SHEN-AP5PB8,Kaffina Coffee,Surrey,2950 King George Blvd,-122.80555725,49.05568314,514206.1689405837,5433664.049549562
HCAR-BCUQXS,Okonomiyaki Pon,Surrey,2950 King George Blvd,-122.80555725,49.05568314,514206.1689405837,5433664.049549562
HCAR-B6VNUX,Menz Noodle House,Surrey,2940 King George Blvd,-122.80545807,49.05558014,514213.44448638073,5433652.61800629
MARO-B8MRD8,J&S Sushi Food Service,Surrey,15127 Hwy 10,-122.8052317,49.10542516,514215.75008643745,5439193.767954931
SPLH-9CWVB6,Freshslice Pizza (152nd St Surrey),Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
HCAR-BJ6UQJ,Stuffies Pastry Cafe,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
NDAA-9R8Q9Z,Starbucks Coffee #4473,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
HCAR-B6PRJZ,Jugo Juice (Guildford),Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
NDAA-A9KPX4,Easy Grill,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
ACAK-9BETPK,Migoto Sushi/Guildford,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
HCAR-BQ8UGU,Dairy Queen/Orange Julius #27385,Surrey,10355 152nd St,-122.8042654,49.19192586,514261.4296901668,5448810.062882741
PNEL-6HRRVX,Peace Portal Alliance Church - Servery,Surrey,15128 27B Ave,-122.80344391,49.05269623,514361.4318442361,5433332.404026314
GEDS-68TMF7,Moxie's Classic Grill (Surrey),Surrey,10680 151A St,-122.8024292,49.19631195,514393.9444107978,5449298.007318375
HCAR-AUFSB5,Little Caesars Pizza #4889-0001,Surrey,3041 152 St,-122.80208588,49.05731964,514459.3156601673,5433846.6290643485
NDAA-9DSUU7,Panda Szechuan,Surrey,3099 152 St,-122.80213928,49.05809021,514455.1908849279,5433932.280285686
PNEL-8QKM26,Elevation Fitness,Surrey,15110 54A Ave,-122.80271149,49.10151291,514400.8270845482,5438759.329945298
GEDS-7UTVL8,Starbucks Coffee #4783,Surrey,15161 No 10 Hwy,-122.80253006,49.10471729,514413.142309357,5439115.58624494
HCAR-BPYT9Z,Bikaner Indian Cuisine & Sweets,Surrey,15161 Hwy 10,-122.80253006,49.10471729,514413.142309357,5439115.58624494
NDAA-9RWU3U,BBQ King Delight Inc,Surrey,8973 152 St,-122.80180359,49.16574097,514448.41979374195,5445899.591513372
HCAR-CG4QSB,Domino's Pizza (101st Ave),Surrey,15155 101st Ave,-122.80221911,49.18615489,514412.2006198444,5448168.898506942
SDFO-89DMAF,Togo Sushi (Guildford),Surrey,1382 Guildford Town Centre,-122.80230975,49.18919495,514404.7131743879,5448506.841051865
A019600    ,White Spot #633,Surrey,1681 152 St,-122.80167389,49.03298187,514496.4877909252,5431141.174277556
SWOD-AFTRCP,McDonald's #8240,Surrey,1789 152 St,-122.8014679,49.0341301,514511.2104836451,5431268.857570915
PGOO-662TRV,Kiki's Restaurant,Surrey,1959 152 St,-122.8014679,49.03727341,514510.29619479674,5431618.286307071
GEDS-7BJQJ5,Dairy Queen #27173,Surrey,2071 152 St,-122.80145264,49.03961945,514510.7290461407,5431879.088886866
HCAR-CAVPQX,Pizza Pizza #551,Surrey,2370 152nd St,-122.80115436,49.04503854,514530.9497798431,5432481.564429926
HCAR-C9HMSP,Milestones #5222 (South Point),Surrey,3085 152nd St,-122.80127012,49.05814632,514518.67308159074,5433938.683829585
HCAR-BGSPHD,Pizza Pizza (152nd St),Surrey,5717 152 St,-122.80143738,49.10654449,514492.3638084598,5439318.919314233
A020308    ,Eagle Quest Golf Centers Creekside Grill,Surrey,7778 152 St,-122.80072021,49.14390564,514533.78435947973,5443472.405429907
A018363    ,Guildford Golf & Country Club Lounge,Surrey,7929 152 St,-122.80138397,49.14458466,514485.17742313736,5443547.763555626
ACAK-9CAMPV,Safeway #4920 - Deli,Surrey,8860 152 St,-122.80132294,49.1637764,514484.03189756157,5445681.28532948
GEDS-7P929P,Sofi's Shawarma & Donairs,Surrey,8928 152 St,-122.80115509,49.16516495,514495.8632374137,5445835.680247333
SYOG-5M58ZM,Johnston Heights Church,Surrey,9612 152 St,-122.8007431,49.17741394,514522.3141647568,5447197.46071132
HCAR-B9MRTP,Subway #13302,Surrey,10070 152 St,-122.80059814,49.18541336,514530.53700430697,5448086.773399169
SHEN-A47S4X,Maguro Japanese Restaurant,Surrey,10090 152 St,-122.80058289,49.18575287,514531.54886019666,5448124.51922846
SHEN-AP8QHC,Bubble Waffle Cafe (Surrey),Surrey,10090 152 St,-122.80058289,49.18575287,514531.54886019666,5448124.51922846
HCAR-BD2LUG,Yi Fang Taiwan Fruit Tea Surrey,Surrey,10224 152 St,-122.80054474,49.18792343,514533.6931040109,5448365.825045591
GEDS-6A2PN7,Tim Hortons #2608,Surrey,10320 152 St,-122.80059814,49.19010925,514529.1619429316,5448608.809816039
HCAR-BJTNUK,Popeyes Louisiana Kitchen (152nd St),Surrey,1750 152 St,-122.80097198,49.03414536,514547.45405376353,5431270.648921384
HCAR-BMJL3F,Boston Pizza #62,Surrey,1956 152nd St,-122.80095989,49.03760224,514547.32966955117,5431654.938261782
NDAA-A4NQ5T,Maguroguy Asian Cuisine,Surrey,2670 152 St,-122.80093384,49.05026627,514545.5396576645,5433062.752959039
NDAA-9S2VV2,Hanaya Japanese Restaurant,Surrey,2828 152 St,-122.80090332,49.0532608,514546.8960129087,5433395.649220695
SWOD-ALRRJG,Rosemary Heights Seniors Village (Assisted Living Kitchen),Surrey,15240 34 Ave,-122.80059052,49.06355667,514566.7415479386,5434540.262933039
GEDS-7HVQF2,Super Vege Pizza,Surrey,15299 68 Ave,-122.79923248,49.12656403,514647.395446378,5441544.863731454
GEDS-78NVVM,Ba Le Deli & Sandwiches,Surrey,15277 100 Ave,-122.79878998,49.18444061,514662.5860786835,5447978.982638001
SPLH-A9UT9Z,Sushi California (Surrey),Surrey,10320 152A St,-122.79924011,49.18995285,514628.15911760496,5448591.6845475985
HCAR-C5QNE2,Indigo Cafe,Surrey,3388 Rosemary Heights Cres,-122.79817335,49.06333416,514743.3800714751,5434515.994358597
HCAR-C6XRBJ,Isshin Sushi,Surrey,15335 56th Ave,-122.7980857,49.10468961,514737.53990981885,5439113.36376172
HCAR-BGBPER,Amica White Rock - Food Service,Surrey,15333 16 Ave,-122.797966,49.03132629,514768.002902019,5430957.845435111
SWOD-AFXQQ6,The Whole Bowl Health Bar,Surrey,15345 56 Ave,-122.79768372,49.10525513,514766.71223978925,5439176.3092665505
SYOG-5M57NR,Johnston Heights Secondary School Cafeteria,Surrey,15350 99 Ave,-122.79671478,49.18238831,514814.4226823813,5447751.23510081
HCAR-CCUMZL,Coco Fresh Tea & Juice (24th Ave),Surrey,15355 24th Ave,-122.79684309,49.04563287,514845.82533297775,5432548.468452389
SWOD-AKARQ2,Peace Portal Seniors Village,Surrey,15441 16 Ave,-122.79452515,49.0312767,515019.5321922979,5430953.008084825
HCAR-BLKMXM,Golden Lion Restaurant,Surrey,2377 King George Blvd,-122.79332955,49.04495018,515102.7861775182,5432473.270017414
SDFO-8HVQQ6,A&W #0575,Surrey,2303 King George Blvd,-122.79200745,49.0438385,515199.73957645835,5432349.953021566
A018984    ,Tim Hortons #311,Surrey,15551 Fraser Hwy,-122.79125977,49.16241837,515218.0766838255,5445532.288861327
A018173    ,Evergreen Hamlets - Main Kitchen,Surrey,8382 156 St,-122.78984833,49.15520859,515323.20079099736,5444731.075028144
HCAR-CM2NLY,Ninja Bubble Tea x Poke - Guildford,Surrey,15615 104th Ave,-122.78929056,49.19164065,515352.5999203252,5448781.285602801
HCAR-CG9PRR,Blenz Guildford Village,Surrey,15623 104th Ave,-122.78904717,49.19162105,515370.3397345133,5448779.156084814
HCAR-CBGVJJ,Mary Brown's Chicken (104th Ave),Surrey,15637 104th Ave,-122.78868762,49.19161868,515396.53780535696,5448778.965683093
GEDS-82CUR9,Thrifty Foods #9472 - Deli & Cheese Section,Surrey,15745 Croydon Dr,-122.78588104,49.04809189,515646.11232979473,5432824.031013983
HCAR-BCGU3R,AFC Sushi - Thrifty Foods 24,Surrey,15745 Croydon Dr,-122.78588104,49.04809189,515646.11232979473,5432824.031013983
HCAR-BXQNF9,Menchies Frozen Yogurt - South Surrey,Surrey,15775 Croydon Dr,-122.78492695,49.04768715,515715.95715909405,5432779.2348720115
SHEN-A3BV36,Menchies Frozen Yogurt - Morgan Crossing,Surrey,15775 Croydon Dr,-122.78492737,49.04768753,515715.9263488411,5432779.277028108
SHEN-9T5QBB,Citrus Bar & Grill,Surrey,10410 158 St,-122.78391266,49.19205093,515744.31116399163,5448828.000596149
SHEN-B23UYW,Menzou Ramen,Surrey,15785 Croydon Dr,-122.78437042,49.04726791,515756.75672208465,5432732.745053516
GEDS-7N9MKV,The Palms Bistro,Surrey,9008 158 St,-122.78337097,49.16662979,515791.8650917508,5446002.080570489
A020247    ,Morgan Creek Golf Course - Snack Bar,Surrey,3500 Morgan Creek Way,-122.78195953,49.06494904,515927.2781970034,5434698.7931245025
HCAR-AZXTPE,Freshii (Fleetwood),Surrey,15940 Fraser Hwy,-122.78096771,49.15704346,515970.1405067805,5444936.888796339
SDFO-8GDM7A,Jerusalem Grill,Surrey,15933 Fraser Hwy,-122.78079224,49.15909576,515982.2740613414,5445165.076303193
GEDS-7LM26E,Subway #42292,Surrey,2285 160 St,-122.78006744,49.04321289,516072.49610017444,5432282.86728307
SPLH-98CNQM,Chui Hong Korean Chinese Restaurant,Surrey,15976 108 Ave,-122.77942657,49.19859314,516069.05199283664,5449556.233740124
HCAR-CJJQP9,Papa's Hope,Surrey,15976 108th Ave,-122.77938885,49.1987582,516071.74645721394,5449574.591300783
HCAR-BD9P6E,Pink Lotus Pho,Surrey,16016 Fraser Hwy,-122.77828217,49.15693283,516165.9851768196,5444925.160012968
HCAR-C7BQW2,Training Day Cafe (Fleetwood),Surrey,8645 160th St,-122.77888768,49.16002474,516120.8324958213,5445268.753024476
HCAR-C7RNDL,Red Shiso Sushi Restaurant,Surrey,10833 160th St,-122.7789059,49.19945971,516106.70202617615,5449652.680118704
HCAR-AZ3U3W,Browns Socialhouse (Grandview),Surrey,16030 24 Ave,-122.77797699,49.04521942,516224.61163411016,5432506.370149861
GEDS-6DLT74,Fleetwood Villa Food Service,Surrey,16028 83rd Ave,-122.7780304,49.15344238,516185.47951912915,5444537.186952687
HCAR-B8BVF7,Nutri-Dough Pizza,Surrey,16033 108 Ave,-122.77775574,49.19896698,516190.65194377536,5449598.149215377
HCAR-BTWM68,Earl's Kitchen + Bar (Grandview Corners),Surrey,16071 24th Ave,-122.77701804,49.04581505,516294.49345073313,5432572.789489903
SHEN-APFQLS,Khalsa Rasoyee and Sweets,Surrey,16055 Fraser Hwy,-122.77709961,49.15694046,516252.20593837986,5444926.2613145495
SWOD-9YMUZR,Jugo Juice (Grandview Corners),Surrey,2443 161A St,-122.77529907,49.04699326,516419.71982244554,5432704.137052261
A016687    ,Turkey House & Deli,Surrey,1433 King George Blvd,-122.77243042,49.02808762,516635.64595892996,5430603.100191039
NDAA-BC5MC3,Booster Juice #565,Surrey,16555 Fraser Hwy,-122.76410675,49.15194321,517201.2762242206,5444373.595835195
NDAA-ALUPSA,Short & Sweet Patisserie and Bakery,Surrey,16793 60 Ave,-122.75748444,49.11167526,517698.5015952474,5439898.626935463
PLAE-7SQTAA,Five Corner Convenience,Surrey,5989 168 St,-122.75683594,49.11117172,517746.00792422175,5439842.801410962
SHEN-AGNP8P,Darbar Sri Guru Granth Sahibji Surrey,Surrey,8820 168 St,-122.75631714,49.16347504,517765.1673654911,5445657.36642836
GEDS-772UVP,Pacific Academy,Surrey,10238 168 St,-122.75624084,49.18891907,517761.6234629402,5448485.959492443
A019654    ,Peace Portal Golf Course Lounge,Surrey,16900 4 Ave,-122.75300598,49.00906754,518062.4787715824,5428493.164041974
